C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/01/06,07:30:02,0000000407712072,DEMAND,0000000407712071
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/01/06 07:00:00",NSW1,1285.684,0.6,SATELLITE,"2024/01/06 07:20:24"
D,ROOFTOP,ACTUAL,2,"2024/01/06 07:00:00",QLD1,971.603,0.6,SATELLITE,"2024/01/06 07:20:24"
D,ROOFTOP,ACTUAL,2,"2024/01/06 07:00:00",QLDC,113.447,0.6,SATELLITE,"2024/01/06 07:20:24"
D,ROOFTOP,ACTUAL,2,"2024/01/06 07:00:00",QLDN,128.288,0.6,SATELLITE,"2024/01/06 07:20:24"
D,ROOFTOP,ACTUAL,2,"2024/01/06 07:00:00",QLDS,729.868,0.6,SATELLITE,"2024/01/06 07:20:24"
D,ROOFTOP,ACTUAL,2,"2024/01/06 07:00:00",SA1,114.943,0.6,SATELLITE,"2024/01/06 07:20:24"
D,ROOFTOP,ACTUAL,2,"2024/01/06 07:00:00",TAS1,62.887,0.6,SATELLITE,"2024/01/06 07:20:25"
D,ROOFTOP,ACTUAL,2,"2024/01/06 07:00:00",TASN,29.22,0.6,SATELLITE,"2024/01/06 07:20:25"
D,ROOFTOP,ACTUAL,2,"2024/01/06 07:00:00",TASS,33.667,0.6,SATELLITE,"2024/01/06 07:20:25"
D,ROOFTOP,ACTUAL,2,"2024/01/06 07:00:00",VIC1,834.084,0.6,SATELLITE,"2024/01/06 07:20:25"
C,"END OF REPORT",13
