C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/07/01,11:30:01,0000000390899330,DEMAND,0000000390899329
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/07/01 11:00:00",NSW1,1818.94,0.6,SATELLITE,"2023/07/01 11:20:23"
D,ROOFTOP,ACTUAL,2,"2023/07/01 11:00:00",QLD1,1909.412,0.6,SATELLITE,"2023/07/01 11:20:23"
D,ROOFTOP,ACTUAL,2,"2023/07/01 11:00:00",QLDC,227.5,0.6,SATELLITE,"2023/07/01 11:20:23"
D,ROOFTOP,ACTUAL,2,"2023/07/01 11:00:00",QLDN,307.354,0.6,SATELLITE,"2023/07/01 11:20:23"
D,ROOFTOP,ACTUAL,2,"2023/07/01 11:00:00",QLDS,1374.559,0.6,SATELLITE,"2023/07/01 11:20:23"
D,ROOFTOP,ACTUAL,2,"2023/07/01 11:00:00",SA1,549.771,0.6,SATELLITE,"2023/07/01 11:20:23"
D,ROOFTOP,ACTUAL,2,"2023/07/01 11:00:00",TAS1,31.825,0.6,SATELLITE,"2023/07/01 11:20:23"
D,ROOFTOP,ACTUAL,2,"2023/07/01 11:00:00",TASN,11.172,0.6,SATELLITE,"2023/07/01 11:20:23"
D,ROOFTOP,ACTUAL,2,"2023/07/01 11:00:00",TASS,20.653,0.6,SATELLITE,"2023/07/01 11:20:23"
D,ROOFTOP,ACTUAL,2,"2023/07/01 11:00:00",VIC1,748.281,0.6,SATELLITE,"2023/07/01 11:20:23"
C,"END OF REPORT",13
