C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/03/24,08:00:02,0000000383415089,DEMAND,0000000383415088
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/03/24 07:30:00",NSW1,689.244,0.6,SATELLITE,"2023/03/24 07:50:22"
D,ROOFTOP,ACTUAL,2,"2023/03/24 07:30:00",QLD1,815.094,0.6,SATELLITE,"2023/03/24 07:50:22"
D,ROOFTOP,ACTUAL,2,"2023/03/24 07:30:00",QLDC,90.53,0.6,SATELLITE,"2023/03/24 07:50:22"
D,ROOFTOP,ACTUAL,2,"2023/03/24 07:30:00",QLDN,89.813,0.6,SATELLITE,"2023/03/24 07:50:22"
D,ROOFTOP,ACTUAL,2,"2023/03/24 07:30:00",QLDS,634.751,0.6,SATELLITE,"2023/03/24 07:50:22"
D,ROOFTOP,ACTUAL,2,"2023/03/24 07:30:00",SA1,27.081,0.6,SATELLITE,"2023/03/24 07:50:22"
D,ROOFTOP,ACTUAL,2,"2023/03/24 07:30:00",TAS1,22.902,0.6,SATELLITE,"2023/03/24 07:50:22"
D,ROOFTOP,ACTUAL,2,"2023/03/24 07:30:00",TASN,10.009,0.6,SATELLITE,"2023/03/24 07:50:22"
D,ROOFTOP,ACTUAL,2,"2023/03/24 07:30:00",TASS,12.893,0.6,SATELLITE,"2023/03/24 07:50:22"
D,ROOFTOP,ACTUAL,2,"2023/03/24 07:30:00",VIC1,198.91,0.6,SATELLITE,"2023/03/24 07:50:23"
C,"END OF REPORT",13
