C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/09/04,12:00:02,0000000396307158,DEMAND,0000000396307158
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/09/04 11:30:00",NSW1,3325.965,0.7,MEASUREMENT,"2023/09/04 11:49:09"
D,ROOFTOP,ACTUAL,2,"2023/09/04 11:30:00",QLD1,2147.441,1,MEASUREMENT,"2023/09/04 11:49:09"
D,ROOFTOP,ACTUAL,2,"2023/09/04 11:30:00",QLDC,285.071,1,MEASUREMENT,"2023/09/04 11:49:09"
D,ROOFTOP,ACTUAL,2,"2023/09/04 11:30:00",QLDN,558.078,1,MEASUREMENT,"2023/09/04 11:49:09"
D,ROOFTOP,ACTUAL,2,"2023/09/04 11:30:00",QLDS,1304.292,1,MEASUREMENT,"2023/09/04 11:49:09"
D,ROOFTOP,ACTUAL,2,"2023/09/04 11:30:00",SA1,887.351,0.7,MEASUREMENT,"2023/09/04 11:49:09"
D,ROOFTOP,ACTUAL,2,"2023/09/04 11:30:00",TAS1,129.257,1,MEASUREMENT,"2023/09/04 11:49:09"
D,ROOFTOP,ACTUAL,2,"2023/09/04 11:30:00",TASN,65.084,1,MEASUREMENT,"2023/09/04 11:49:09"
D,ROOFTOP,ACTUAL,2,"2023/09/04 11:30:00",TASS,64.14,1,MEASUREMENT,"2023/09/04 11:49:09"
D,ROOFTOP,ACTUAL,2,"2023/09/04 11:30:00",VIC1,1426.426,1,MEASUREMENT,"2023/09/04 11:49:09"
C,"END OF REPORT",13
