C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/10/21,12:00:02,0000000400199341,DEMAND,0000000400199341
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/10/21 11:30:00",NSW1,4043.057,1,MEASUREMENT,"2023/10/21 11:49:07"
D,ROOFTOP,ACTUAL,2,"2023/10/21 11:30:00",QLD1,3660.966,1,MEASUREMENT,"2023/10/21 11:49:07"
D,ROOFTOP,ACTUAL,2,"2023/10/21 11:30:00",QLDC,274.945,1,MEASUREMENT,"2023/10/21 11:49:07"
D,ROOFTOP,ACTUAL,2,"2023/10/21 11:30:00",QLDN,590.959,1,MEASUREMENT,"2023/10/21 11:49:07"
D,ROOFTOP,ACTUAL,2,"2023/10/21 11:30:00",QLDS,2795.062,1,MEASUREMENT,"2023/10/21 11:49:07"
D,ROOFTOP,ACTUAL,2,"2023/10/21 11:30:00",SA1,1279.75,1,MEASUREMENT,"2023/10/21 11:49:07"
D,ROOFTOP,ACTUAL,2,"2023/10/21 11:30:00",TAS1,41.293,1,MEASUREMENT,"2023/10/21 11:49:07"
D,ROOFTOP,ACTUAL,2,"2023/10/21 11:30:00",TASN,24.361,1,MEASUREMENT,"2023/10/21 11:49:07"
D,ROOFTOP,ACTUAL,2,"2023/10/21 11:30:00",TASS,16.963,1,MEASUREMENT,"2023/10/21 11:49:07"
D,ROOFTOP,ACTUAL,2,"2023/10/21 11:30:00",VIC1,1650.99,1,MEASUREMENT,"2023/10/21 11:49:07"
C,"END OF REPORT",13
