C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/11/02,11:00:02,0000000401289693,DEMAND,0000000401289693
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/11/02 10:30:00",NSW1,3254.789,1,MEASUREMENT,"2023/11/02 10:49:05"
D,ROOFTOP,ACTUAL,2,"2023/11/02 10:30:00",QLD1,3022.325,1,MEASUREMENT,"2023/11/02 10:49:06"
D,ROOFTOP,ACTUAL,2,"2023/11/02 10:30:00",QLDC,229.131,1,MEASUREMENT,"2023/11/02 10:49:06"
D,ROOFTOP,ACTUAL,2,"2023/11/02 10:30:00",QLDN,503.014,1,MEASUREMENT,"2023/11/02 10:49:06"
D,ROOFTOP,ACTUAL,2,"2023/11/02 10:30:00",QLDS,2290.18,1,MEASUREMENT,"2023/11/02 10:49:06"
D,ROOFTOP,ACTUAL,2,"2023/11/02 10:30:00",SA1,1363.886,1,MEASUREMENT,"2023/11/02 10:49:06"
D,ROOFTOP,ACTUAL,2,"2023/11/02 10:30:00",TAS1,196.155,1,MEASUREMENT,"2023/11/02 10:49:06"
D,ROOFTOP,ACTUAL,2,"2023/11/02 10:30:00",TASN,99.313,1,MEASUREMENT,"2023/11/02 10:49:06"
D,ROOFTOP,ACTUAL,2,"2023/11/02 10:30:00",TASS,96.803,1,MEASUREMENT,"2023/11/02 10:49:06"
D,ROOFTOP,ACTUAL,2,"2023/11/02 10:30:00",VIC1,1778.895,1,MEASUREMENT,"2023/11/02 10:49:06"
C,"END OF REPORT",13
