C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/10/20,17:30:02,0000000400137341,DEMAND,0000000400137341
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/10/20 17:00:00",NSW1,905.032,1,MEASUREMENT,"2023/10/20 17:19:11"
D,ROOFTOP,ACTUAL,2,"2023/10/20 17:00:00",QLD1,683.356,1,MEASUREMENT,"2023/10/20 17:19:12"
D,ROOFTOP,ACTUAL,2,"2023/10/20 17:00:00",QLDC,77.483,1,MEASUREMENT,"2023/10/20 17:19:12"
D,ROOFTOP,ACTUAL,2,"2023/10/20 17:00:00",QLDN,149.654,1,MEASUREMENT,"2023/10/20 17:19:12"
D,ROOFTOP,ACTUAL,2,"2023/10/20 17:00:00",QLDS,456.219,1,MEASUREMENT,"2023/10/20 17:19:12"
D,ROOFTOP,ACTUAL,2,"2023/10/20 17:00:00",SA1,362.964,1,MEASUREMENT,"2023/10/20 17:19:12"
D,ROOFTOP,ACTUAL,2,"2023/10/20 17:00:00",TAS1,26.119,1,MEASUREMENT,"2023/10/20 17:19:12"
D,ROOFTOP,ACTUAL,2,"2023/10/20 17:00:00",TASN,16.802,1,MEASUREMENT,"2023/10/20 17:19:12"
D,ROOFTOP,ACTUAL,2,"2023/10/20 17:00:00",TASS,9.351,1,MEASUREMENT,"2023/10/20 17:19:12"
D,ROOFTOP,ACTUAL,2,"2023/10/20 17:00:00",VIC1,754.35,1,MEASUREMENT,"2023/10/20 17:19:12"
C,"END OF REPORT",13
