C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/02/27,19:30:02,0000000412252289,DEMAND,0000000412252288
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/02/27 19:00:00",NSW1,2.919,0.6,SATELLITE,"2024/02/27 19:20:23"
D,ROOFTOP,ACTUAL,2,"2024/02/27 19:00:00",QLD1,0.21,0.6,SATELLITE,"2024/02/27 19:20:23"
D,ROOFTOP,ACTUAL,2,"2024/02/27 19:00:00",QLDC,0,0.6,SATELLITE,"2024/02/27 19:20:23"
D,ROOFTOP,ACTUAL,2,"2024/02/27 19:00:00",QLDN,0.21,0.6,SATELLITE,"2024/02/27 19:20:23"
D,ROOFTOP,ACTUAL,2,"2024/02/27 19:00:00",QLDS,0,0.6,SATELLITE,"2024/02/27 19:20:23"
D,ROOFTOP,ACTUAL,2,"2024/02/27 19:00:00",SA1,112.386,0.6,SATELLITE,"2024/02/27 19:20:23"
D,ROOFTOP,ACTUAL,2,"2024/02/27 19:00:00",TAS1,0.741,0.6,SATELLITE,"2024/02/27 19:20:23"
D,ROOFTOP,ACTUAL,2,"2024/02/27 19:00:00",TASN,0.506,0.6,SATELLITE,"2024/02/27 19:20:23"
D,ROOFTOP,ACTUAL,2,"2024/02/27 19:00:00",TASS,0.235,0.6,SATELLITE,"2024/02/27 19:20:23"
D,ROOFTOP,ACTUAL,2,"2024/02/27 19:00:00",VIC1,55.146,0.6,SATELLITE,"2024/02/27 19:20:23"
C,"END OF REPORT",13
