C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/08/04,16:30:01,0000000393750615,DEMAND,0000000393750614
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/08/04 16:00:00",NSW1,921.175,0.6,SATELLITE,"2023/08/04 16:20:22"
D,ROOFTOP,ACTUAL,2,"2023/08/04 16:00:00",QLD1,915.467,0.6,SATELLITE,"2023/08/04 16:20:22"
D,ROOFTOP,ACTUAL,2,"2023/08/04 16:00:00",QLDC,94.053,0.6,SATELLITE,"2023/08/04 16:20:22"
D,ROOFTOP,ACTUAL,2,"2023/08/04 16:00:00",QLDN,194.94,0.6,SATELLITE,"2023/08/04 16:20:22"
D,ROOFTOP,ACTUAL,2,"2023/08/04 16:00:00",QLDS,626.473,0.6,SATELLITE,"2023/08/04 16:20:22"
D,ROOFTOP,ACTUAL,2,"2023/08/04 16:00:00",SA1,367.445,0.6,SATELLITE,"2023/08/04 16:20:22"
D,ROOFTOP,ACTUAL,2,"2023/08/04 16:00:00",TAS1,14.334,0.6,SATELLITE,"2023/08/04 16:20:22"
D,ROOFTOP,ACTUAL,2,"2023/08/04 16:00:00",TASN,5.562,0.6,SATELLITE,"2023/08/04 16:20:22"
D,ROOFTOP,ACTUAL,2,"2023/08/04 16:00:00",TASS,8.772,0.6,SATELLITE,"2023/08/04 16:20:22"
D,ROOFTOP,ACTUAL,2,"2023/08/04 16:00:00",VIC1,246.058,0.6,SATELLITE,"2023/08/04 16:20:22"
C,"END OF REPORT",13
