C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/01/28,19:30:02,0000000409626319,DEMAND,0000000409626318
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/01/28 19:00:00",NSW1,79.061,0.6,SATELLITE,"2024/01/28 19:20:24"
D,ROOFTOP,ACTUAL,2,"2024/01/28 19:00:00",QLD1,5.216,0.6,SATELLITE,"2024/01/28 19:20:24"
D,ROOFTOP,ACTUAL,2,"2024/01/28 19:00:00",QLDC,0.155,0.6,SATELLITE,"2024/01/28 19:20:24"
D,ROOFTOP,ACTUAL,2,"2024/01/28 19:00:00",QLDN,3.617,0.6,SATELLITE,"2024/01/28 19:20:24"
D,ROOFTOP,ACTUAL,2,"2024/01/28 19:00:00",QLDS,1.443,0.6,SATELLITE,"2024/01/28 19:20:24"
D,ROOFTOP,ACTUAL,2,"2024/01/28 19:00:00",SA1,256.191,0.6,SATELLITE,"2024/01/28 19:20:24"
D,ROOFTOP,ACTUAL,2,"2024/01/28 19:00:00",TAS1,17.311,0.6,SATELLITE,"2024/01/28 19:20:24"
D,ROOFTOP,ACTUAL,2,"2024/01/28 19:00:00",TASN,9.425,0.6,SATELLITE,"2024/01/28 19:20:24"
D,ROOFTOP,ACTUAL,2,"2024/01/28 19:00:00",TASS,7.885,0.6,SATELLITE,"2024/01/28 19:20:24"
D,ROOFTOP,ACTUAL,2,"2024/01/28 19:00:00",VIC1,262.984,0.6,SATELLITE,"2024/01/28 19:20:24"
C,"END OF REPORT",13
