C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/01/28,08:00:02,0000000409584228,DEMAND,0000000409584227
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/01/28 07:30:00",NSW1,1360.521,0.6,SATELLITE,"2024/01/28 07:50:21"
D,ROOFTOP,ACTUAL,2,"2024/01/28 07:30:00",QLD1,402.463,0.6,SATELLITE,"2024/01/28 07:50:21"
D,ROOFTOP,ACTUAL,2,"2024/01/28 07:30:00",QLDC,60.028,0.6,SATELLITE,"2024/01/28 07:50:21"
D,ROOFTOP,ACTUAL,2,"2024/01/28 07:30:00",QLDN,168.5,0.6,SATELLITE,"2024/01/28 07:50:21"
D,ROOFTOP,ACTUAL,2,"2024/01/28 07:30:00",QLDS,173.936,0.6,SATELLITE,"2024/01/28 07:50:21"
D,ROOFTOP,ACTUAL,2,"2024/01/28 07:30:00",SA1,329.47,0.6,SATELLITE,"2024/01/28 07:50:21"
D,ROOFTOP,ACTUAL,2,"2024/01/28 07:30:00",TAS1,66.602,0.6,SATELLITE,"2024/01/28 07:50:21"
D,ROOFTOP,ACTUAL,2,"2024/01/28 07:30:00",TASN,37.041,0.6,SATELLITE,"2024/01/28 07:50:21"
D,ROOFTOP,ACTUAL,2,"2024/01/28 07:30:00",TASS,29.561,0.6,SATELLITE,"2024/01/28 07:50:21"
D,ROOFTOP,ACTUAL,2,"2024/01/28 07:30:00",VIC1,904.892,0.6,SATELLITE,"2024/01/28 07:50:21"
C,"END OF REPORT",13
