C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/01/16,12:30:02,0000000408555813,DEMAND,0000000408555812
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/01/16 12:00:00",NSW1,2023.425,0.6,SATELLITE,"2024/01/16 12:20:22"
D,ROOFTOP,ACTUAL,2,"2024/01/16 12:00:00",QLD1,2428.489,0.6,SATELLITE,"2024/01/16 12:20:22"
D,ROOFTOP,ACTUAL,2,"2024/01/16 12:00:00",QLDC,233.555,0.6,SATELLITE,"2024/01/16 12:20:22"
D,ROOFTOP,ACTUAL,2,"2024/01/16 12:00:00",QLDN,410.746,0.6,SATELLITE,"2024/01/16 12:20:22"
D,ROOFTOP,ACTUAL,2,"2024/01/16 12:00:00",QLDS,1784.188,0.6,SATELLITE,"2024/01/16 12:20:22"
D,ROOFTOP,ACTUAL,2,"2024/01/16 12:00:00",SA1,1731.019,0.6,SATELLITE,"2024/01/16 12:20:22"
D,ROOFTOP,ACTUAL,2,"2024/01/16 12:00:00",TAS1,159.776,0.6,SATELLITE,"2024/01/16 12:20:22"
D,ROOFTOP,ACTUAL,2,"2024/01/16 12:00:00",TASN,57.318,0.6,SATELLITE,"2024/01/16 12:20:22"
D,ROOFTOP,ACTUAL,2,"2024/01/16 12:00:00",TASS,102.458,0.6,SATELLITE,"2024/01/16 12:20:22"
D,ROOFTOP,ACTUAL,2,"2024/01/16 12:00:00",VIC1,3270.88,0.6,SATELLITE,"2024/01/16 12:20:22"
C,"END OF REPORT",13
