C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2024/03/11,17:30:02,0000000413418327,DEMAND,0000000413418327
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/03/11 17:00:00",NSW1,1114.078,1,MEASUREMENT,"2024/03/11 17:19:17"
D,ROOFTOP,ACTUAL,2,"2024/03/11 17:00:00",QLD1,676.839,1,MEASUREMENT,"2024/03/11 17:19:17"
D,ROOFTOP,ACTUAL,2,"2024/03/11 17:00:00",QLDC,94.87,1,MEASUREMENT,"2024/03/11 17:19:17"
D,ROOFTOP,ACTUAL,2,"2024/03/11 17:00:00",QLDN,144.087,1,MEASUREMENT,"2024/03/11 17:19:17"
D,ROOFTOP,ACTUAL,2,"2024/03/11 17:00:00",QLDS,437.882,1,MEASUREMENT,"2024/03/11 17:19:17"
D,ROOFTOP,ACTUAL,2,"2024/03/11 17:00:00",SA1,618.633,1,MEASUREMENT,"2024/03/11 17:19:17"
D,ROOFTOP,ACTUAL,2,"2024/03/11 17:00:00",TAS1,45.841,1,MEASUREMENT,"2024/03/11 17:19:17"
D,ROOFTOP,ACTUAL,2,"2024/03/11 17:00:00",TASN,25.985,0.7,MEASUREMENT,"2024/03/11 17:19:17"
D,ROOFTOP,ACTUAL,2,"2024/03/11 17:00:00",TASS,19.882,1,MEASUREMENT,"2024/03/11 17:19:18"
D,ROOFTOP,ACTUAL,2,"2024/03/11 17:00:00",VIC1,936.594,1,MEASUREMENT,"2024/03/11 17:19:18"
C,"END OF REPORT",13
