C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/12/29,18:00:01,0000000407095262,DEMAND,0000000407095262
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/12/29 17:30:00",NSW1,593.54,1,MEASUREMENT,"2023/12/29 17:49:16"
D,ROOFTOP,ACTUAL,2,"2023/12/29 17:30:00",QLD1,745.988,1,MEASUREMENT,"2023/12/29 17:49:16"
D,ROOFTOP,ACTUAL,2,"2023/12/29 17:30:00",QLDC,36.115,1,MEASUREMENT,"2023/12/29 17:49:16"
D,ROOFTOP,ACTUAL,2,"2023/12/29 17:30:00",QLDN,160.758,1,MEASUREMENT,"2023/12/29 17:49:16"
D,ROOFTOP,ACTUAL,2,"2023/12/29 17:30:00",QLDS,549.115,1,MEASUREMENT,"2023/12/29 17:49:16"
D,ROOFTOP,ACTUAL,2,"2023/12/29 17:30:00",SA1,804.545,1,MEASUREMENT,"2023/12/29 17:49:16"
D,ROOFTOP,ACTUAL,2,"2023/12/29 17:30:00",TAS1,40.532,1,MEASUREMENT,"2023/12/29 17:49:16"
D,ROOFTOP,ACTUAL,2,"2023/12/29 17:30:00",TASN,22.953,1,MEASUREMENT,"2023/12/29 17:49:16"
D,ROOFTOP,ACTUAL,2,"2023/12/29 17:30:00",TASS,17.601,1,MEASUREMENT,"2023/12/29 17:49:16"
D,ROOFTOP,ACTUAL,2,"2023/12/29 17:30:00",VIC1,1231.428,1,MEASUREMENT,"2023/12/29 17:49:16"
C,"END OF REPORT",13
