C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/02/26,18:30:02,0000000412159815,DEMAND,0000000412159814
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/02/26 18:00:00",NSW1,332.069,0.6,SATELLITE,"2024/02/26 18:20:23"
D,ROOFTOP,ACTUAL,2,"2024/02/26 18:00:00",QLD1,305.39,0.6,SATELLITE,"2024/02/26 18:20:23"
D,ROOFTOP,ACTUAL,2,"2024/02/26 18:00:00",QLDC,27.036,0.6,SATELLITE,"2024/02/26 18:20:23"
D,ROOFTOP,ACTUAL,2,"2024/02/26 18:00:00",QLDN,76.895,0.6,SATELLITE,"2024/02/26 18:20:23"
D,ROOFTOP,ACTUAL,2,"2024/02/26 18:00:00",QLDS,201.459,0.6,SATELLITE,"2024/02/26 18:20:23"
D,ROOFTOP,ACTUAL,2,"2024/02/26 18:00:00",SA1,319.966,0.6,SATELLITE,"2024/02/26 18:20:23"
D,ROOFTOP,ACTUAL,2,"2024/02/26 18:00:00",TAS1,34.287,0.6,SATELLITE,"2024/02/26 18:20:23"
D,ROOFTOP,ACTUAL,2,"2024/02/26 18:00:00",TASN,18.831,0.6,SATELLITE,"2024/02/26 18:20:23"
D,ROOFTOP,ACTUAL,2,"2024/02/26 18:00:00",TASS,15.456,0.6,SATELLITE,"2024/02/26 18:20:23"
D,ROOFTOP,ACTUAL,2,"2024/02/26 18:00:00",VIC1,369.281,0.6,SATELLITE,"2024/02/26 18:20:23"
C,"END OF REPORT",13
