C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/04/29,11:00:03,0000000386008058,DEMAND,0000000386008058
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/04/29 10:30:00",NSW1,904.534,1,MEASUREMENT,"2023/04/29 10:49:15"
D,ROOFTOP,ACTUAL,2,"2023/04/29 10:30:00",QLD1,2185.137,1,MEASUREMENT,"2023/04/29 10:49:15"
D,ROOFTOP,ACTUAL,2,"2023/04/29 10:30:00",QLDC,206.382,1,MEASUREMENT,"2023/04/29 10:49:15"
D,ROOFTOP,ACTUAL,2,"2023/04/29 10:30:00",QLDN,415.459,1,MEASUREMENT,"2023/04/29 10:49:15"
D,ROOFTOP,ACTUAL,2,"2023/04/29 10:30:00",QLDS,1563.295,1,MEASUREMENT,"2023/04/29 10:49:15"
D,ROOFTOP,ACTUAL,2,"2023/04/29 10:30:00",SA1,713.272,1,MEASUREMENT,"2023/04/29 10:49:15"
D,ROOFTOP,ACTUAL,2,"2023/04/29 10:30:00",TAS1,115.911,1,MEASUREMENT,"2023/04/29 10:49:15"
D,ROOFTOP,ACTUAL,2,"2023/04/29 10:30:00",TASN,65.155,1,MEASUREMENT,"2023/04/29 10:49:15"
D,ROOFTOP,ACTUAL,2,"2023/04/29 10:30:00",TASS,50.805,1,MEASUREMENT,"2023/04/29 10:49:15"
D,ROOFTOP,ACTUAL,2,"2023/04/29 10:30:00",VIC1,1476.322,1,MEASUREMENT,"2023/04/29 10:49:15"
C,"END OF REPORT",13
