C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/06/25,09:00:01,0000000390417063,DEMAND,0000000390417062
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/06/25 08:30:00",NSW1,778.058,0.6,SATELLITE,"2023/06/25 08:50:23"
D,ROOFTOP,ACTUAL,2,"2023/06/25 08:30:00",QLD1,1059.999,0.6,SATELLITE,"2023/06/25 08:50:23"
D,ROOFTOP,ACTUAL,2,"2023/06/25 08:30:00",QLDC,96.428,0.6,SATELLITE,"2023/06/25 08:50:23"
D,ROOFTOP,ACTUAL,2,"2023/06/25 08:30:00",QLDN,150.812,0.6,SATELLITE,"2023/06/25 08:50:23"
D,ROOFTOP,ACTUAL,2,"2023/06/25 08:30:00",QLDS,812.759,0.6,SATELLITE,"2023/06/25 08:50:23"
D,ROOFTOP,ACTUAL,2,"2023/06/25 08:30:00",SA1,63.116,0.6,SATELLITE,"2023/06/25 08:50:23"
D,ROOFTOP,ACTUAL,2,"2023/06/25 08:30:00",TAS1,6.703,0.6,SATELLITE,"2023/06/25 08:50:23"
D,ROOFTOP,ACTUAL,2,"2023/06/25 08:30:00",TASN,4.16,0.6,SATELLITE,"2023/06/25 08:50:23"
D,ROOFTOP,ACTUAL,2,"2023/06/25 08:30:00",TASS,2.543,0.6,SATELLITE,"2023/06/25 08:50:23"
D,ROOFTOP,ACTUAL,2,"2023/06/25 08:30:00",VIC1,151.33,0.6,SATELLITE,"2023/06/25 08:50:23"
C,"END OF REPORT",13
