C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/10/05,07:00:01,0000000398864565,DEMAND,0000000398864565
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/10/05 06:30:00",NSW1,310.095,1,MEASUREMENT,"2023/10/05 06:49:17"
D,ROOFTOP,ACTUAL,2,"2023/10/05 06:30:00",QLD1,189.568,1,MEASUREMENT,"2023/10/05 06:49:17"
D,ROOFTOP,ACTUAL,2,"2023/10/05 06:30:00",QLDC,19.863,1,MEASUREMENT,"2023/10/05 06:49:17"
D,ROOFTOP,ACTUAL,2,"2023/10/05 06:30:00",QLDN,20.595,1,MEASUREMENT,"2023/10/05 06:49:17"
D,ROOFTOP,ACTUAL,2,"2023/10/05 06:30:00",QLDS,149.11,1,MEASUREMENT,"2023/10/05 06:49:17"
D,ROOFTOP,ACTUAL,2,"2023/10/05 06:30:00",SA1,0.602,1,MEASUREMENT,"2023/10/05 06:49:17"
D,ROOFTOP,ACTUAL,2,"2023/10/05 06:30:00",TAS1,5.618,1,MEASUREMENT,"2023/10/05 06:49:17"
D,ROOFTOP,ACTUAL,2,"2023/10/05 06:30:00",TASN,2.191,1,MEASUREMENT,"2023/10/05 06:49:17"
D,ROOFTOP,ACTUAL,2,"2023/10/05 06:30:00",TASS,3.418,1,MEASUREMENT,"2023/10/05 06:49:17"
D,ROOFTOP,ACTUAL,2,"2023/10/05 06:30:00",VIC1,67.015,1,MEASUREMENT,"2023/10/05 06:49:17"
C,"END OF REPORT",13
