C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/04/14,17:30:03,0000000384896597,DEMAND,0000000384896597
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/04/14 17:00:00",NSW1,332.963,1,MEASUREMENT,"2023/04/14 17:19:30"
D,ROOFTOP,ACTUAL,2,"2023/04/14 17:00:00",QLD1,358.063,1,MEASUREMENT,"2023/04/14 17:19:30"
D,ROOFTOP,ACTUAL,2,"2023/04/14 17:00:00",QLDC,38.458,1,MEASUREMENT,"2023/04/14 17:19:30"
D,ROOFTOP,ACTUAL,2,"2023/04/14 17:00:00",QLDN,105.649,1,MEASUREMENT,"2023/04/14 17:19:30"
D,ROOFTOP,ACTUAL,2,"2023/04/14 17:00:00",QLDS,213.956,1,MEASUREMENT,"2023/04/14 17:19:30"
D,ROOFTOP,ACTUAL,2,"2023/04/14 17:00:00",SA1,132.456,1,MEASUREMENT,"2023/04/14 17:19:30"
D,ROOFTOP,ACTUAL,2,"2023/04/14 17:00:00",TAS1,9.021,1,MEASUREMENT,"2023/04/14 17:19:30"
D,ROOFTOP,ACTUAL,2,"2023/04/14 17:00:00",TASN,3.958,1,MEASUREMENT,"2023/04/14 17:19:30"
D,ROOFTOP,ACTUAL,2,"2023/04/14 17:00:00",TASS,5.055,1,MEASUREMENT,"2023/04/14 17:19:30"
D,ROOFTOP,ACTUAL,2,"2023/04/14 17:00:00",VIC1,368.003,1,MEASUREMENT,"2023/04/14 17:19:30"
C,"END OF REPORT",13
