C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2024/01/15,18:00:02,0000000408491430,DEMAND,0000000408491430
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/01/15 17:30:00",NSW1,587.621,1,MEASUREMENT,"2024/01/15 17:49:16"
D,ROOFTOP,ACTUAL,2,"2024/01/15 17:30:00",QLD1,452.031,1,MEASUREMENT,"2024/01/15 17:49:16"
D,ROOFTOP,ACTUAL,2,"2024/01/15 17:30:00",QLDC,70.305,1,MEASUREMENT,"2024/01/15 17:49:17"
D,ROOFTOP,ACTUAL,2,"2024/01/15 17:30:00",QLDN,80.304,1,MEASUREMENT,"2024/01/15 17:49:17"
D,ROOFTOP,ACTUAL,2,"2024/01/15 17:30:00",QLDS,301.422,1,MEASUREMENT,"2024/01/15 17:49:17"
D,ROOFTOP,ACTUAL,2,"2024/01/15 17:30:00",SA1,692.628,1,MEASUREMENT,"2024/01/15 17:49:17"
D,ROOFTOP,ACTUAL,2,"2024/01/15 17:30:00",TAS1,84.324,1,MEASUREMENT,"2024/01/15 17:49:17"
D,ROOFTOP,ACTUAL,2,"2024/01/15 17:30:00",TASN,38.195,1,MEASUREMENT,"2024/01/15 17:49:17"
D,ROOFTOP,ACTUAL,2,"2024/01/15 17:30:00",TASS,46.052,1,MEASUREMENT,"2024/01/15 17:49:17"
D,ROOFTOP,ACTUAL,2,"2024/01/15 17:30:00",VIC1,1170.18,1,MEASUREMENT,"2024/01/15 17:49:17"
C,"END OF REPORT",13
