C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/12/25,11:00:01,0000000406744002,DEMAND,0000000406744002
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/12/25 10:30:00",NSW1,2995.254,1,MEASUREMENT,"2023/12/25 10:49:13"
D,ROOFTOP,ACTUAL,2,"2023/12/25 10:30:00",QLD1,3037.247,1,MEASUREMENT,"2023/12/25 10:49:13"
D,ROOFTOP,ACTUAL,2,"2023/12/25 10:30:00",QLDC,208.911,1,MEASUREMENT,"2023/12/25 10:49:13"
D,ROOFTOP,ACTUAL,2,"2023/12/25 10:30:00",QLDN,168.786,1,MEASUREMENT,"2023/12/25 10:49:14"
D,ROOFTOP,ACTUAL,2,"2023/12/25 10:30:00",QLDS,2659.55,1,MEASUREMENT,"2023/12/25 10:49:14"
D,ROOFTOP,ACTUAL,2,"2023/12/25 10:30:00",SA1,465.052,1,MEASUREMENT,"2023/12/25 10:49:14"
D,ROOFTOP,ACTUAL,2,"2023/12/25 10:30:00",TAS1,188.341,1,MEASUREMENT,"2023/12/25 10:49:14"
D,ROOFTOP,ACTUAL,2,"2023/12/25 10:30:00",TASN,103.221,1,MEASUREMENT,"2023/12/25 10:49:14"
D,ROOFTOP,ACTUAL,2,"2023/12/25 10:30:00",TASS,85.18,1,MEASUREMENT,"2023/12/25 10:49:14"
D,ROOFTOP,ACTUAL,2,"2023/12/25 10:30:00",VIC1,531.74,1,MEASUREMENT,"2023/12/25 10:49:14"
C,"END OF REPORT",13
