C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/03/02,10:30:02,0000000381881446,DEMAND,0000000381881445
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/03/02 10:00:00",NSW1,2334.178,0.6,SATELLITE,"2023/03/02 10:20:21"
D,ROOFTOP,ACTUAL,2,"2023/03/02 10:00:00",QLD1,1555.297,0.6,SATELLITE,"2023/03/02 10:20:21"
D,ROOFTOP,ACTUAL,2,"2023/03/02 10:00:00",QLDC,249.568,0.6,SATELLITE,"2023/03/02 10:20:21"
D,ROOFTOP,ACTUAL,2,"2023/03/02 10:00:00",QLDN,482.616,0.6,SATELLITE,"2023/03/02 10:20:22"
D,ROOFTOP,ACTUAL,2,"2023/03/02 10:00:00",QLDS,823.113,0.6,SATELLITE,"2023/03/02 10:20:22"
D,ROOFTOP,ACTUAL,2,"2023/03/02 10:00:00",SA1,611.665,0.6,SATELLITE,"2023/03/02 10:20:22"
D,ROOFTOP,ACTUAL,2,"2023/03/02 10:00:00",TAS1,107.02,0.6,SATELLITE,"2023/03/02 10:20:22"
D,ROOFTOP,ACTUAL,2,"2023/03/02 10:00:00",TASN,72.184,0.6,SATELLITE,"2023/03/02 10:20:22"
D,ROOFTOP,ACTUAL,2,"2023/03/02 10:00:00",TASS,34.836,0.6,SATELLITE,"2023/03/02 10:20:22"
D,ROOFTOP,ACTUAL,2,"2023/03/02 10:00:00",VIC1,1103.46,0.6,SATELLITE,"2023/03/02 10:20:22"
C,"END OF REPORT",13
