C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/07/02,12:00:02,0000000390976030,DEMAND,0000000390976030
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/07/02 11:30:00",NSW1,2477.323,1,MEASUREMENT,"2023/07/02 11:49:11"
D,ROOFTOP,ACTUAL,2,"2023/07/02 11:30:00",QLD1,2193.793,1,MEASUREMENT,"2023/07/02 11:49:11"
D,ROOFTOP,ACTUAL,2,"2023/07/02 11:30:00",QLDC,202.802,1,MEASUREMENT,"2023/07/02 11:49:11"
D,ROOFTOP,ACTUAL,2,"2023/07/02 11:30:00",QLDN,362.557,1,MEASUREMENT,"2023/07/02 11:49:11"
D,ROOFTOP,ACTUAL,2,"2023/07/02 11:30:00",QLDS,1628.435,1,MEASUREMENT,"2023/07/02 11:49:11"
D,ROOFTOP,ACTUAL,2,"2023/07/02 11:30:00",SA1,581.462,1,MEASUREMENT,"2023/07/02 11:49:11"
D,ROOFTOP,ACTUAL,2,"2023/07/02 11:30:00",TAS1,102.645,1,MEASUREMENT,"2023/07/02 11:49:11"
D,ROOFTOP,ACTUAL,2,"2023/07/02 11:30:00",TASN,57.936,1,MEASUREMENT,"2023/07/02 11:49:11"
D,ROOFTOP,ACTUAL,2,"2023/07/02 11:30:00",TASS,44.753,1,MEASUREMENT,"2023/07/02 11:49:11"
D,ROOFTOP,ACTUAL,2,"2023/07/02 11:30:00",VIC1,816.182,1,MEASUREMENT,"2023/07/02 11:49:11"
C,"END OF REPORT",13
