C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/10/29,13:00:02,0000000400963299,DEMAND,0000000400963299
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/10/29 12:30:00",NSW1,4247.885,1,MEASUREMENT,"2023/10/29 12:49:07"
D,ROOFTOP,ACTUAL,2,"2023/10/29 12:30:00",QLD1,2808.728,1,MEASUREMENT,"2023/10/29 12:49:07"
D,ROOFTOP,ACTUAL,2,"2023/10/29 12:30:00",QLDC,261.726,1,MEASUREMENT,"2023/10/29 12:49:07"
D,ROOFTOP,ACTUAL,2,"2023/10/29 12:30:00",QLDN,470.327,1,MEASUREMENT,"2023/10/29 12:49:07"
D,ROOFTOP,ACTUAL,2,"2023/10/29 12:30:00",QLDS,2076.675,1,MEASUREMENT,"2023/10/29 12:49:07"
D,ROOFTOP,ACTUAL,2,"2023/10/29 12:30:00",SA1,1394.406,1,MEASUREMENT,"2023/10/29 12:49:07"
D,ROOFTOP,ACTUAL,2,"2023/10/29 12:30:00",TAS1,196.884,1,MEASUREMENT,"2023/10/29 12:49:07"
D,ROOFTOP,ACTUAL,2,"2023/10/29 12:30:00",TASN,106.933,1,MEASUREMENT,"2023/10/29 12:49:07"
D,ROOFTOP,ACTUAL,2,"2023/10/29 12:30:00",TASS,89.996,1,MEASUREMENT,"2023/10/29 12:49:07"
D,ROOFTOP,ACTUAL,2,"2023/10/29 12:30:00",VIC1,2915.198,1,MEASUREMENT,"2023/10/29 12:49:07"
C,"END OF REPORT",13
