C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/06/14,18:00:01,0000000389582643,DEMAND,0000000389582642
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/06/14 17:30:00",NSW1,0.126,0.6,SATELLITE,"2023/06/14 17:50:25"
D,ROOFTOP,ACTUAL,2,"2023/06/14 17:30:00",QLD1,20.406,0.6,SATELLITE,"2023/06/14 17:50:25"
D,ROOFTOP,ACTUAL,2,"2023/06/14 17:30:00",QLDC,0.196,0.6,SATELLITE,"2023/06/14 17:50:25"
D,ROOFTOP,ACTUAL,2,"2023/06/14 17:30:00",QLDN,20.009,0.6,SATELLITE,"2023/06/14 17:50:25"
D,ROOFTOP,ACTUAL,2,"2023/06/14 17:30:00",QLDS,0.201,0.6,SATELLITE,"2023/06/14 17:50:25"
D,ROOFTOP,ACTUAL,2,"2023/06/14 17:30:00",SA1,31.168,0.6,SATELLITE,"2023/06/14 17:50:25"
D,ROOFTOP,ACTUAL,2,"2023/06/14 17:30:00",TAS1,0,0.6,SATELLITE,"2023/06/14 17:50:25"
D,ROOFTOP,ACTUAL,2,"2023/06/14 17:30:00",TASN,0,0.6,SATELLITE,"2023/06/14 17:50:25"
D,ROOFTOP,ACTUAL,2,"2023/06/14 17:30:00",TASS,0,0.6,SATELLITE,"2023/06/14 17:50:25"
D,ROOFTOP,ACTUAL,2,"2023/06/14 17:30:00",VIC1,0.49,0.6,SATELLITE,"2023/06/14 17:50:25"
C,"END OF REPORT",13
