C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/07/25,13:00:02,0000000392921070,DEMAND,0000000392921070
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/07/25 12:30:00",NSW1,2792.749,1,MEASUREMENT,"2023/07/25 12:49:14"
D,ROOFTOP,ACTUAL,2,"2023/07/25 12:30:00",QLD1,2709.572,1,MEASUREMENT,"2023/07/25 12:49:15"
D,ROOFTOP,ACTUAL,2,"2023/07/25 12:30:00",QLDC,229.377,1,MEASUREMENT,"2023/07/25 12:49:15"
D,ROOFTOP,ACTUAL,2,"2023/07/25 12:30:00",QLDN,388.909,1,MEASUREMENT,"2023/07/25 12:49:15"
D,ROOFTOP,ACTUAL,2,"2023/07/25 12:30:00",QLDS,2091.285,1,MEASUREMENT,"2023/07/25 12:49:15"
D,ROOFTOP,ACTUAL,2,"2023/07/25 12:30:00",SA1,981.453,1,MEASUREMENT,"2023/07/25 12:49:15"
D,ROOFTOP,ACTUAL,2,"2023/07/25 12:30:00",TAS1,110.927,1,MEASUREMENT,"2023/07/25 12:49:15"
D,ROOFTOP,ACTUAL,2,"2023/07/25 12:30:00",TASN,62.213,1,MEASUREMENT,"2023/07/25 12:49:15"
D,ROOFTOP,ACTUAL,2,"2023/07/25 12:30:00",TASS,48.756,1,MEASUREMENT,"2023/07/25 12:49:15"
D,ROOFTOP,ACTUAL,2,"2023/07/25 12:30:00",VIC1,1074.486,1,MEASUREMENT,"2023/07/25 12:49:15"
C,"END OF REPORT",13
