C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/04/14,17:00:03,0000000384895060,DEMAND,0000000384895059
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/04/14 16:30:00",NSW1,647.679,0.6,SATELLITE,"2023/04/14 16:50:25"
D,ROOFTOP,ACTUAL,2,"2023/04/14 16:30:00",QLD1,770.268,0.6,SATELLITE,"2023/04/14 16:50:25"
D,ROOFTOP,ACTUAL,2,"2023/04/14 16:30:00",QLDC,79.891,0.6,SATELLITE,"2023/04/14 16:50:25"
D,ROOFTOP,ACTUAL,2,"2023/04/14 16:30:00",QLDN,196.438,0.6,SATELLITE,"2023/04/14 16:50:26"
D,ROOFTOP,ACTUAL,2,"2023/04/14 16:30:00",QLDS,493.939,0.6,SATELLITE,"2023/04/14 16:50:26"
D,ROOFTOP,ACTUAL,2,"2023/04/14 16:30:00",SA1,193.668,0.6,SATELLITE,"2023/04/14 16:50:26"
D,ROOFTOP,ACTUAL,2,"2023/04/14 16:30:00",TAS1,17.228,0.6,SATELLITE,"2023/04/14 16:50:26"
D,ROOFTOP,ACTUAL,2,"2023/04/14 16:30:00",TASN,9.159,0.6,SATELLITE,"2023/04/14 16:50:26"
D,ROOFTOP,ACTUAL,2,"2023/04/14 16:30:00",TASS,8.069,0.6,SATELLITE,"2023/04/14 16:50:26"
D,ROOFTOP,ACTUAL,2,"2023/04/14 16:30:00",VIC1,629.646,0.6,SATELLITE,"2023/04/14 16:50:26"
C,"END OF REPORT",13
