C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/10/24,11:00:02,0000000400471508,DEMAND,0000000400471507
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/10/24 10:30:00",NSW1,4287.184,0.6,SATELLITE,"2023/10/24 10:50:26"
D,ROOFTOP,ACTUAL,2,"2023/10/24 10:30:00",QLD1,3997.967,0.6,SATELLITE,"2023/10/24 10:50:26"
D,ROOFTOP,ACTUAL,2,"2023/10/24 10:30:00",QLDC,384.183,0.6,SATELLITE,"2023/10/24 10:50:26"
D,ROOFTOP,ACTUAL,2,"2023/10/24 10:30:00",QLDN,608.324,0.6,SATELLITE,"2023/10/24 10:50:26"
D,ROOFTOP,ACTUAL,2,"2023/10/24 10:30:00",QLDS,3005.461,0.6,SATELLITE,"2023/10/24 10:50:26"
D,ROOFTOP,ACTUAL,2,"2023/10/24 10:30:00",SA1,983.668,0.6,SATELLITE,"2023/10/24 10:50:26"
D,ROOFTOP,ACTUAL,2,"2023/10/24 10:30:00",TAS1,91.151,0.6,SATELLITE,"2023/10/24 10:50:26"
D,ROOFTOP,ACTUAL,2,"2023/10/24 10:30:00",TASN,39.387,0.6,SATELLITE,"2023/10/24 10:50:27"
D,ROOFTOP,ACTUAL,2,"2023/10/24 10:30:00",TASS,51.764,0.6,SATELLITE,"2023/10/24 10:50:27"
D,ROOFTOP,ACTUAL,2,"2023/10/24 10:30:00",VIC1,2365.021,0.6,SATELLITE,"2023/10/24 10:50:27"
C,"END OF REPORT",13
