C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/05/09,17:00:03,0000000386783558,DEMAND,0000000386783557
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/05/09 16:30:00",NSW1,382.606,0.6,SATELLITE,"2023/05/09 16:50:22"
D,ROOFTOP,ACTUAL,2,"2023/05/09 16:30:00",QLD1,520.076,0.6,SATELLITE,"2023/05/09 16:50:22"
D,ROOFTOP,ACTUAL,2,"2023/05/09 16:30:00",QLDC,51.808,0.6,SATELLITE,"2023/05/09 16:50:22"
D,ROOFTOP,ACTUAL,2,"2023/05/09 16:30:00",QLDN,152.511,0.6,SATELLITE,"2023/05/09 16:50:22"
D,ROOFTOP,ACTUAL,2,"2023/05/09 16:30:00",QLDS,315.757,0.6,SATELLITE,"2023/05/09 16:50:22"
D,ROOFTOP,ACTUAL,2,"2023/05/09 16:30:00",SA1,245.794,0.6,SATELLITE,"2023/05/09 16:50:22"
D,ROOFTOP,ACTUAL,2,"2023/05/09 16:30:00",TAS1,12.123,0.6,SATELLITE,"2023/05/09 16:50:22"
D,ROOFTOP,ACTUAL,2,"2023/05/09 16:30:00",TASN,7.845,0.6,SATELLITE,"2023/05/09 16:50:22"
D,ROOFTOP,ACTUAL,2,"2023/05/09 16:30:00",TASS,4.278,0.6,SATELLITE,"2023/05/09 16:50:22"
D,ROOFTOP,ACTUAL,2,"2023/05/09 16:30:00",VIC1,263.034,0.6,SATELLITE,"2023/05/09 16:50:22"
C,"END OF REPORT",13
