C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2024/02/04,17:00:01,0000000410229255,DEMAND,0000000410229255
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/02/04 16:30:00",NSW1,1575.201,1,MEASUREMENT,"2024/02/04 16:49:11"
D,ROOFTOP,ACTUAL,2,"2024/02/04 16:30:00",QLD1,1562.172,1,MEASUREMENT,"2024/02/04 16:49:11"
D,ROOFTOP,ACTUAL,2,"2024/02/04 16:30:00",QLDC,179.129,1,MEASUREMENT,"2024/02/04 16:49:11"
D,ROOFTOP,ACTUAL,2,"2024/02/04 16:30:00",QLDN,292.601,1,MEASUREMENT,"2024/02/04 16:49:12"
D,ROOFTOP,ACTUAL,2,"2024/02/04 16:30:00",QLDS,1090.443,1,MEASUREMENT,"2024/02/04 16:49:12"
D,ROOFTOP,ACTUAL,2,"2024/02/04 16:30:00",SA1,1092.87,1,MEASUREMENT,"2024/02/04 16:49:12"
D,ROOFTOP,ACTUAL,2,"2024/02/04 16:30:00",TAS1,83.255,1,MEASUREMENT,"2024/02/04 16:49:12"
D,ROOFTOP,ACTUAL,2,"2024/02/04 16:30:00",TASN,66.253,1,MEASUREMENT,"2024/02/04 16:49:12"
D,ROOFTOP,ACTUAL,2,"2024/02/04 16:30:00",TASS,17.302,1,MEASUREMENT,"2024/02/04 16:49:12"
D,ROOFTOP,ACTUAL,2,"2024/02/04 16:30:00",VIC1,1824.015,1,MEASUREMENT,"2024/02/04 16:49:12"
C,"END OF REPORT",13
