C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/04/03,18:30:03,0000000384130842,DEMAND,0000000384130842
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/04/03 18:00:00",NSW1,21.713,1,MEASUREMENT,"2023/04/03 18:19:17"
D,ROOFTOP,ACTUAL,2,"2023/04/03 18:00:00",QLD1,21.767,1,MEASUREMENT,"2023/04/03 18:19:17"
D,ROOFTOP,ACTUAL,2,"2023/04/03 18:00:00",QLDC,1.864,1,MEASUREMENT,"2023/04/03 18:19:17"
D,ROOFTOP,ACTUAL,2,"2023/04/03 18:00:00",QLDN,13.215,1,MEASUREMENT,"2023/04/03 18:19:17"
D,ROOFTOP,ACTUAL,2,"2023/04/03 18:00:00",QLDS,6.688,1,MEASUREMENT,"2023/04/03 18:19:18"
D,ROOFTOP,ACTUAL,2,"2023/04/03 18:00:00",SA1,167.638,1,MEASUREMENT,"2023/04/03 18:19:18"
D,ROOFTOP,ACTUAL,2,"2023/04/03 18:00:00",TAS1,1.94,1,MEASUREMENT,"2023/04/03 18:19:18"
D,ROOFTOP,ACTUAL,2,"2023/04/03 18:00:00",TASN,1.017,1,MEASUREMENT,"2023/04/03 18:19:18"
D,ROOFTOP,ACTUAL,2,"2023/04/03 18:00:00",TASS,0.924,1,MEASUREMENT,"2023/04/03 18:19:18"
D,ROOFTOP,ACTUAL,2,"2023/04/03 18:00:00",VIC1,75.107,1,MEASUREMENT,"2023/04/03 18:19:18"
C,"END OF REPORT",13
