C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/11/25,14:00:02,0000000403434374,DEMAND,0000000403434374
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/11/25 13:30:00",NSW1,1477.532,1,MEASUREMENT,"2023/11/25 13:49:11"
D,ROOFTOP,ACTUAL,2,"2023/11/25 13:30:00",QLD1,1726.197,1,MEASUREMENT,"2023/11/25 13:49:11"
D,ROOFTOP,ACTUAL,2,"2023/11/25 13:30:00",QLDC,120.571,1,MEASUREMENT,"2023/11/25 13:49:11"
D,ROOFTOP,ACTUAL,2,"2023/11/25 13:30:00",QLDN,381.188,1,MEASUREMENT,"2023/11/25 13:49:11"
D,ROOFTOP,ACTUAL,2,"2023/11/25 13:30:00",QLDS,1224.437,1,MEASUREMENT,"2023/11/25 13:49:11"
D,ROOFTOP,ACTUAL,2,"2023/11/25 13:30:00",SA1,1169.474,1,MEASUREMENT,"2023/11/25 13:49:11"
D,ROOFTOP,ACTUAL,2,"2023/11/25 13:30:00",TAS1,102.177,1,MEASUREMENT,"2023/11/25 13:49:11"
D,ROOFTOP,ACTUAL,2,"2023/11/25 13:30:00",TASN,67.814,1,MEASUREMENT,"2023/11/25 13:49:11"
D,ROOFTOP,ACTUAL,2,"2023/11/25 13:30:00",TASS,34.529,1,MEASUREMENT,"2023/11/25 13:49:11"
D,ROOFTOP,ACTUAL,2,"2023/11/25 13:30:00",VIC1,1550.141,1,MEASUREMENT,"2023/11/25 13:49:11"
C,"END OF REPORT",13
