C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/04/04,12:00:03,0000000384179798,DEMAND,0000000384179798
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/04/04 11:30:00",NSW1,2633.11,1,MEASUREMENT,"2023/04/04 11:49:14"
D,ROOFTOP,ACTUAL,2,"2023/04/04 11:30:00",QLD1,2646.477,1,MEASUREMENT,"2023/04/04 11:49:14"
D,ROOFTOP,ACTUAL,2,"2023/04/04 11:30:00",QLDC,228.196,1,MEASUREMENT,"2023/04/04 11:49:14"
D,ROOFTOP,ACTUAL,2,"2023/04/04 11:30:00",QLDN,423.706,1,MEASUREMENT,"2023/04/04 11:49:14"
D,ROOFTOP,ACTUAL,2,"2023/04/04 11:30:00",QLDS,1994.575,1,MEASUREMENT,"2023/04/04 11:49:14"
D,ROOFTOP,ACTUAL,2,"2023/04/04 11:30:00",SA1,1188.247,1,MEASUREMENT,"2023/04/04 11:49:14"
D,ROOFTOP,ACTUAL,2,"2023/04/04 11:30:00",TAS1,149.602,1,MEASUREMENT,"2023/04/04 11:49:14"
D,ROOFTOP,ACTUAL,2,"2023/04/04 11:30:00",TASN,72.855,1,MEASUREMENT,"2023/04/04 11:49:14"
D,ROOFTOP,ACTUAL,2,"2023/04/04 11:30:00",TASS,76.683,1,MEASUREMENT,"2023/04/04 11:49:14"
D,ROOFTOP,ACTUAL,2,"2023/04/04 11:30:00",VIC1,2178.218,1,MEASUREMENT,"2023/04/04 11:49:14"
C,"END OF REPORT",13
