C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/08/07,17:00:02,0000000393991446,DEMAND,0000000393991446
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/08/07 16:30:00",NSW1,415.264,0.7,MEASUREMENT,"2023/08/07 16:49:10"
D,ROOFTOP,ACTUAL,2,"2023/08/07 16:30:00",QLD1,441.971,1,MEASUREMENT,"2023/08/07 16:49:10"
D,ROOFTOP,ACTUAL,2,"2023/08/07 16:30:00",QLDC,67.75,0.7,MEASUREMENT,"2023/08/07 16:49:10"
D,ROOFTOP,ACTUAL,2,"2023/08/07 16:30:00",QLDN,184.385,1,MEASUREMENT,"2023/08/07 16:49:10"
D,ROOFTOP,ACTUAL,2,"2023/08/07 16:30:00",QLDS,189.836,1,MEASUREMENT,"2023/08/07 16:49:10"
D,ROOFTOP,ACTUAL,2,"2023/08/07 16:30:00",SA1,536.268,0.7,MEASUREMENT,"2023/08/07 16:49:10"
D,ROOFTOP,ACTUAL,2,"2023/08/07 16:30:00",TAS1,22.906,1,MEASUREMENT,"2023/08/07 16:49:10"
D,ROOFTOP,ACTUAL,2,"2023/08/07 16:30:00",TASN,11.909,1,MEASUREMENT,"2023/08/07 16:49:10"
D,ROOFTOP,ACTUAL,2,"2023/08/07 16:30:00",TASS,10.995,1,MEASUREMENT,"2023/08/07 16:49:10"
D,ROOFTOP,ACTUAL,2,"2023/08/07 16:30:00",VIC1,496.157,1,MEASUREMENT,"2023/08/07 16:49:10"
C,"END OF REPORT",13
