C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2023/10/25,19:30:02,0000000400600611,DEMAND,0000000400600610
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/10/25 19:00:00",NSW1,0,0.6,SATELLITE,"2023/10/25 19:20:21"
D,ROOFTOP,ACTUAL,2,"2023/10/25 19:00:00",QLD1,0,0.6,SATELLITE,"2023/10/25 19:20:21"
D,ROOFTOP,ACTUAL,2,"2023/10/25 19:00:00",QLDC,0,0.6,SATELLITE,"2023/10/25 19:20:21"
D,ROOFTOP,ACTUAL,2,"2023/10/25 19:00:00",QLDN,0,0.6,SATELLITE,"2023/10/25 19:20:21"
D,ROOFTOP,ACTUAL,2,"2023/10/25 19:00:00",QLDS,0,0.6,SATELLITE,"2023/10/25 19:20:21"
D,ROOFTOP,ACTUAL,2,"2023/10/25 19:00:00",SA1,34.447,0.6,SATELLITE,"2023/10/25 19:20:21"
D,ROOFTOP,ACTUAL,2,"2023/10/25 19:00:00",TAS1,0.373,0.6,SATELLITE,"2023/10/25 19:20:21"
D,ROOFTOP,ACTUAL,2,"2023/10/25 19:00:00",TASN,0.187,0.6,SATELLITE,"2023/10/25 19:20:21"
D,ROOFTOP,ACTUAL,2,"2023/10/25 19:00:00",TASS,0.186,0.6,SATELLITE,"2023/10/25 19:20:21"
D,ROOFTOP,ACTUAL,2,"2023/10/25 19:00:00",VIC1,7.275,0.6,SATELLITE,"2023/10/25 19:20:21"
C,"END OF REPORT",13
